nc101_code	D2_01	D2_02
NC101_02563	35	41
NC101_02564	82	23
NC101_02565	37	17
NC101_02566	97	21
NC101_02567	67	15
NC101_02568	98	23
NC101_02569	14	8
NC101_02570	45	9
NC101_02571	6	1
NC101_02572	46	10
NC101_02573	74	10
NC101_02574	47	6
NC101_02575	161	31
NC101_02576	395	102
NC101_02577	32	9
NC101_02578	24	10
NC101_02579	44	31
NC101_02580	214	102
NC101_02581	222	63
NC101_02582	103	38
NC101_02583	41	11
NC101_02584	215	79
NC101_02585	52	19
NC101_02586	1	0
NC101_02587	9	8
NC101_02588	63	19
NC101_02589	203	78
NC101_02590	80	26
NC101_02591	33	23
NC101_02592	76	27
NC101_02593	25	3
NC101_02594	2	2
NC101_02595	70	39
NC101_02596	0	0
NC101_02597	24	6
NC101_02598	82	25
NC101_02599	271	64
NC101_02600	14	8
NC101_02601	32	18
NC101_02602	52	32
NC101_02603	45	9
NC101_02604	36	19
NC101_02605	33	7
NC101_02606	143	27
NC101_02607	86	15
NC101_02608	66	13
NC101_02609	27	4
NC101_02610	191	60
NC101_02611	201	92
NC101_02612	15	5
NC101_02613	101	26
NC101_02614	133	57
NC101_02615	49	14
NC101_02616	52	13
NC101_02617	86	32
NC101_02618	95	30
NC101_02619	14	6
NC101_02620	48	12
NC101_02621	57	33
NC101_02622	110	49
NC101_02623	10	5
NC101_02624	49	20
NC101_02625	132	37
NC101_02626	110	41
NC101_02627	714	194
NC101_02628	25	7
NC101_02629	69	10
NC101_02630	82	20
NC101_02631	69	6
NC101_02632	100	8
NC101_02633	141	11
NC101_02634	44	6
NC101_02635	94	6
NC101_02636	32	3
NC101_02637	82	5
NC101_02638	84	4
NC101_02639	43	7
NC101_02640	119	5
NC101_02641	65	2
NC101_02642	67	6
NC101_02643	83	8
NC101_02644	81	9
NC101_02645	27	3
NC101_02646	29	22
NC101_02647	6	4
NC101_02648	4	3
NC101_02649	27	16
NC101_02650	87	24
NC101_02651	39	9
NC101_02652	27	8
NC101_02653	807	325
NC101_02654	12	7
NC101_02655	2	0
NC101_02656	9	5
NC101_02657	8	8
NC101_02658	11	5
NC101_02659	13	14
NC101_02660	38	8
NC101_02661	1295	423
NC101_02662	1798	559
NC101_02663	473	96
NC101_02664	61	11
NC101_02665	90	41
NC101_02666	493	110
NC101_02667	70	22
NC101_02668	9	3
NC101_02669	60	12
NC101_02670	19	8
NC101_02671	12	9
NC101_02672	2	0
NC101_02673	42	3
NC101_02674	9	4
NC101_02675	124	48
NC101_02676	86	35
NC101_02677	78	38
NC101_02680	198	39
NC101_02681	586	100
NC101_02682	92	95
NC101_02683	193	52
NC101_02684	26	12
NC101_02685	115	42
NC101_02686	3	0
NC101_02687	10	4
NC101_02688	7	1
NC101_02689	4	0
NC101_02690	19	8
NC101_02691	12	6
NC101_02692	39	15
NC101_02693	53	14
NC101_02694	185	52
NC101_02695	95	43
NC101_02696	173	58
NC101_02697	7	6
NC101_02698	3	2
NC101_02699	1	2
NC101_02700	12	0
NC101_02701	0	1
NC101_02702	9	9
NC101_02703	11	4
NC101_02704	8	6
NC101_02705	4	1
NC101_02706	4	3
NC101_02707	56	4
NC101_02708	51	10
NC101_02709	80	35
NC101_02711	18	1
NC101_02712	204	36
NC101_02713	54	20
NC101_02714	343	95
NC101_02715	48	34
NC101_02716	100	25
NC101_02717	344	102
NC101_02718	7	0
NC101_02719	26	9
NC101_02720	2	0
NC101_02721	1	0
NC101_02722	0	1
NC101_02723	0	1
NC101_02724	54	30
NC101_02725	121	26
NC101_02726	44	15
NC101_02727	34	9
NC101_02728	32	8
NC101_02729	38	5
NC101_02730	34	9
NC101_02731	20	7
NC101_02732	41	21
NC101_02733	200	45
NC101_02734	10	3
NC101_02735	14	2
NC101_02736	78	14
NC101_02737	26	8
NC101_02738	16	5
NC101_02739	25	16
NC101_02740	98	27
NC101_02741	160	21
NC101_02742	133	30
NC101_02743	35	9
NC101_02744	77	25
NC101_02745	20	9
NC101_02746	73	16
NC101_02747	114	17
NC101_02748	30	4
NC101_02749	15	8
NC101_02750	6	1
NC101_02751	11	4
NC101_02752	383	109
NC101_02753	34	15
NC101_02754	19	9
NC101_02755	36	11
NC101_02756	28	9
NC101_02757	87	22
NC101_02758	54	19
NC101_02759	230	80
NC101_02760	298	98
NC101_02761	238	163
NC101_02762	102	13
NC101_02763	108	12
NC101_02764	279	98
NC101_02765	21	11
NC101_02766	184	48
NC101_02767	205	75
NC101_02768	14	9
NC101_02769	47	36
NC101_02770	70	37
NC101_02771	123	44
NC101_02772	25	14
NC101_02773	40	15
NC101_02774	139	85
NC101_02775	45	18
NC101_02776	21	15
NC101_02777	41	10
NC101_02778	7	0
NC101_02779	93	56
NC101_02780	119	42
NC101_02781	210	52
NC101_02782	9	0
NC101_02783	0	0
NC101_02784	28	10
NC101_02785	8	8
NC101_02786	2	5
NC101_02787	206	65
NC101_02788	70	25
NC101_02789	18	24
NC101_02790	20	7
NC101_02791	29	6
NC101_02792	18	3
NC101_02793	28	6
NC101_02794	14	7
NC101_02795	0	1
NC101_02796	2	1
NC101_02797	57	24
NC101_02798	3	4
NC101_02799	9	10
NC101_02800	2	3
NC101_02801	6	6
NC101_02802	0	0
NC101_02803	8	2
NC101_02804	3	3
NC101_02805	47	13
NC101_02806	21	0
NC101_02807	75	14
NC101_02808	19	2
NC101_02809	19	7
NC101_02810	16	3
NC101_02811	21	7
NC101_02812	8	7
NC101_02813	11	13
NC101_02814	11	14
NC101_02815	77	44
NC101_02816	179	61
NC101_02817	304	82
NC101_02818	2	1
NC101_02819	56	8
NC101_02820	45	9
NC101_02821	22	15
NC101_02822	23	6
NC101_02823	153	54
NC101_02824	19	12
NC101_02825	0	0
NC101_02826	23	5
NC101_02827	5	2
NC101_02828	14	9
NC101_02829	5	17
NC101_02830	0	12
NC101_02831	0	3
NC101_02832	2	1
NC101_02833	18	10
NC101_02834	100	17
NC101_02835	119	47
NC101_02836	305	78
NC101_02837	303	87
NC101_02838	3934	755
NC101_02839	1	0
NC101_02840	126	14
NC101_02841	15	5
NC101_02842	19	17
NC101_02843	46	16
NC101_02844	136	22
NC101_02845	3	0
NC101_02846	187	56
NC101_02847	0	2
NC101_02848	248	72
NC101_02849	45	3
NC101_02850	47	5
NC101_02851	22	2
NC101_02852	183	44
NC101_02853	42	22
NC101_02854	18	7
NC101_02855	14	3
NC101_02856	0	0
NC101_02857	27	6
NC101_02858	45	15
NC101_02859	12	11
NC101_02860	147	38
NC101_02861	59	26
NC101_02862	2	0
NC101_02863	10	14
NC101_02864	8	7
NC101_02866	37	21
NC101_02867	27	9
NC101_02868	98	26
NC101_02869	708	169
NC101_02870	19	8
NC101_02871	19	14
NC101_02872	82	20
NC101_02873	636	243
NC101_02874	36	30
NC101_02875	15	8
NC101_02876	11	3
NC101_02877	105	24
NC101_02878	15	15
NC101_02879	153	49
NC101_02880	5	0
NC101_02881	14	1
NC101_02882	440	87
NC101_02883	31	9
NC101_02884	1	5
NC101_02885	14	6
NC101_02886	23	5
NC101_02887	30	8
NC101_02888	53	18
NC101_02889	7	4
NC101_02890	36	3
NC101_02891	32	10
NC101_02892	18	0
NC101_02893	43	11
NC101_02894	31	17
NC101_02895	53	17
NC101_02896	391	29
NC101_02897	63	24
NC101_02898	75	42
NC101_02899	11	4
NC101_02900	64	8
NC101_02901	34	17
NC101_02902	7	3
NC101_02903	24	8
NC101_02904	200	60
NC101_02905	16	7
NC101_02906	50	27
NC101_02907	662	106
NC101_02908	514	86
NC101_02909	14	4
NC101_02910	12	11
NC101_02911	306	175
NC101_02912	13	4
NC101_02913	20	12
NC101_02914	10	4
NC101_02915	11	3
NC101_02916	17	11
NC101_02917	143	43
NC101_02918	48	28
NC101_02919	58	12
NC101_02920	257	47
NC101_02921	92	39
NC101_02922	29	8
NC101_02923	10	4
NC101_02924	7	1
NC101_02925	10	2
NC101_02926	1	0
NC101_02927	55	31
NC101_02928	79	28
NC101_02929	23	6
NC101_02930	55	28
NC101_02931	2	2
NC101_02932	32	3
NC101_02933	6	0
NC101_02934	9	2
NC101_02935	6	7
NC101_02936	465	157
NC101_02937	0	0
NC101_02938	25	11
NC101_02939	25	10
NC101_02940	110	41
NC101_02941	171	54
NC101_02942	5	2
NC101_02943	75	24
NC101_02944	0	0
NC101_02945	6	2
NC101_02946	2	2
NC101_02947	40	12
NC101_02948	7	1
NC101_02949	6	2
NC101_02950	7	4
NC101_02951	17	4
NC101_02952	3	0
NC101_02953	20	4
NC101_02954	6	0
NC101_02955	6	1
NC101_02956	11	0
NC101_02957	304	183
NC101_02958	2	0
NC101_02959	2	4
NC101_02960	2	0
NC101_02961	0	0
NC101_02962	4	0
NC101_02963	6	5
NC101_02964	48	15
NC101_02965	19	8
NC101_02966	2	0
NC101_02967	36	32
NC101_02968	884	527
NC101_02969	59	11
NC101_02970	17	5
NC101_02971	14	5
NC101_02972	45	10
NC101_02973	48	16
NC101_02974	45	25
NC101_02975	1	0
NC101_02976	2	0
NC101_02977	20	10
NC101_02978	2	4
NC101_02979	14	4
NC101_02980	55	32
NC101_02981	19	18
NC101_02982	30	16
NC101_02983	106	30
NC101_02984	64	27
NC101_02985	4	2
NC101_02986	2	2
NC101_02987	4	3
NC101_02988	8	1
NC101_02989	1	0
NC101_02990	0	2
NC101_02991	2	1
NC101_02992	2	0
NC101_02993	0	0
NC101_02994	1	0
NC101_02995	3	2
NC101_02996	4	2
NC101_02997	3	0
NC101_02998	2	2
NC101_02999	12	0
NC101_03000	2	0
NC101_03001	0	1
NC101_03002	2	1
NC101_03003	4	0
NC101_03004	4	6
NC101_03005	76	27
NC101_03006	109	51
NC101_03007	72	24
NC101_03008	63	23
NC101_03009	21	6
NC101_03010	52	19
NC101_03011	221	63
NC101_03012	147	49
NC101_03013	153	52
NC101_03014	88	31
NC101_03015	164	45
NC101_03016	66	21
NC101_03017	85	23
NC101_03018	0	0
NC101_03019	99	29
NC101_03020	223	71
NC101_03021	16	5
NC101_03022	94	71
NC101_03023	41	18
NC101_03024	29	3
NC101_03025	33	6
NC101_03026	14	3
NC101_03027	52	11
NC101_03028	40	2
NC101_03029	44	7
NC101_03030	39	14
NC101_03031	109	44
NC101_03032	37	31
NC101_03033	265	112
NC101_03034	88	48
NC101_03035	31	14
NC101_03036	154	36
NC101_03037	12	0
NC101_03038	94	32
NC101_03039	47	14
NC101_03040	250	70
NC101_03041	2	3
NC101_03042	6	0
NC101_03043	9	5
NC101_03044	11	2
NC101_03045	19	6
NC101_03046	6	0
NC101_03047	3	1
NC101_03048	0	0
NC101_03049	5	0
NC101_03050	3	0
NC101_03051	2	0
NC101_03052	4	0
NC101_03053	0	0
NC101_03054	34	9
NC101_03055	0	0
NC101_03056	8	0
NC101_03057	18	3
NC101_03058	6	0
NC101_03059	6	0
NC101_03060	18	2
NC101_03061	7	12
NC101_03062	41	14
NC101_03063	74	10
NC101_03064	49	14
NC101_03065	57	11
NC101_03066	111	34
NC101_03067	9	6
NC101_03068	0	0
NC101_03069	1	3
NC101_03070	6	5
NC101_03071	45	4
NC101_03072	2604	220
NC101_03073	300	35
NC101_03074	171	10
NC101_03075	30	2
NC101_03076	112	8
NC101_03077	105	5
NC101_03078	553	68
NC101_03079	382	26
NC101_03080	673	82
NC101_03081	665	88
NC101_03082	107	11
NC101_03083	150	15
NC101_03084	608	48
NC101_03085	254	93
NC101_03086	102	37
NC101_03087	84	16
NC101_03088	360	87
NC101_03089	28	10
NC101_03090	76	27
NC101_03092	47	31
NC101_03094	37	9
NC101_03095	13	2
NC101_03097	25	12
NC101_03098	104	20
NC101_03099	27	15
NC101_03100	4	2
NC101_03101	12	6
NC101_03102	31	10
NC101_03103	0	0
NC101_03104	7	0
NC101_03105	8	4
NC101_03106	0	0
NC101_03107	9	1
NC101_03108	17	10
NC101_03109	22	1
NC101_03110	4	0
NC101_03111	0	0
NC101_03112	1	3
NC101_03113	3	0
NC101_03114	8	0
NC101_03115	110	46
NC101_03117	143	47
NC101_03119	33	9
NC101_03120	0	0
NC101_03121	0	0
NC101_03122	0	0
NC101_03123	2	0
NC101_03124	5	2
NC101_03125	11	7
NC101_03126	0	0
NC101_03127	4	0
NC101_03128	2	0
NC101_03129	37	16
NC101_03130	28	19
NC101_03131	0	0
NC101_03132	0	0
NC101_03133	0	0
NC101_03134	1	0
NC101_03135	0	2
NC101_03136	7	2
NC101_03137	10	3
NC101_03138	10	12
NC101_03139	5	2
NC101_03140	0	0
NC101_03141	0	1
NC101_03142	4	4
NC101_03143	42	5
NC101_03144	56	17
NC101_03145	0	4
NC101_03146	24	8
NC101_03147	25	7
NC101_03148	51	7
NC101_03149	5	2
NC101_03150	11	4
NC101_03151	312	114
NC101_03152	130	40
NC101_03153	0	0
NC101_03154	15	2
NC101_03155	20	2
NC101_03156	4	0
NC101_03157	16	1
NC101_03158	51	16
NC101_03159	32	18
NC101_03160	59	22
NC101_03161	21	15
NC101_03162	518	279
NC101_03163	81	18
NC101_03164	6	2
NC101_03165	1	7
NC101_03166	2	2
NC101_03167	4	0
NC101_03168	1	0
NC101_03169	0	0
NC101_03170	3	3
NC101_03171	4	1
NC101_03172	7	2
NC101_03173	2	0
NC101_03174	3	0
NC101_03175	2	0
NC101_03176	14	0
NC101_03177	13	1
NC101_03178	5	5
NC101_03179	27	10
NC101_03180	9	3
NC101_03181	5	3
NC101_03182	6836	1024
NC101_03183	32	6
NC101_03184	20	0
NC101_03185	46	18
NC101_03186	19	8
NC101_03187	86	55
NC101_03188	0	0
NC101_03189	7	1
NC101_03190	13	5
NC101_03191	71	8
NC101_03192	1	2
NC101_03193	11	7
NC101_03194	190	77
NC101_03195	53	10
NC101_03196	9	9
NC101_03197	28	6
NC101_03198	21	8
NC101_03199	90	34
NC101_03200	105	53
NC101_03201	91	21
NC101_03202	48	12
NC101_03203	441	155
NC101_03204	82	29
NC101_03205	36	16
NC101_03206	171	41
NC101_03207	2021	563
NC101_03208	36	17
NC101_03209	12	13
NC101_03210	85	57
NC101_03211	42	26
NC101_03212	131	36
NC101_03213	75	24
NC101_03214	32	9
NC101_03215	42	10
NC101_03216	25	10
NC101_03217	42	21
NC101_03218	35	7
NC101_03219	113	34
NC101_03220	191	55
NC101_03221	81	31
NC101_03222	167	32
NC101_03223	141	16
NC101_03224	370	77
NC101_03225	179	25
NC101_03226	334	61
NC101_03227	1069	246
NC101_03228	371	77
NC101_03229	519	112
NC101_03230	73	19
NC101_03231	12	5
NC101_03232	13	5
NC101_03233	113	19
NC101_03234	57	8
NC101_03235	0	0
NC101_03236	10	2
NC101_03237	5	0
NC101_03238	0	0
NC101_03239	2	2
NC101_03240	16	0
NC101_03241	2	2
NC101_03242	16	4
NC101_03243	103	43
NC101_03244	50	6
NC101_03245	55	11
NC101_03246	14	0
NC101_03247	6	0
NC101_03248	20	5
NC101_03249	231	24
NC101_03250	51	10
NC101_03251	78	25
NC101_03252	13	8
NC101_03253	85	28
NC101_03254	77	36
NC101_03255	36	8
NC101_03256	19	0
NC101_03257	240	103
NC101_03258	192	67
NC101_03259	185	31
NC101_03260	15	5
NC101_03261	43	13
NC101_03262	16	4
NC101_03263	2	3
NC101_03264	31	1
NC101_03265	37	5
NC101_03266	20	4
NC101_03267	16	1
NC101_03268	14	9
NC101_03269	1541	163
NC101_03270	314	538
NC101_03271	290	62
NC101_03272	6	0
NC101_03273	10	2
NC101_03274	9	3
NC101_03275	10	3
NC101_03276	7	2
NC101_03277	152	26
NC101_03278	41	18
NC101_03279	65	31
NC101_03280	69	15
NC101_03281	0	0
NC101_03282	3	3
NC101_03283	6	2
NC101_03284	27	5
NC101_03285	6	0
NC101_03286	62	19
NC101_03287	140	14
NC101_03288	19	6
NC101_03289	22	13
NC101_03290	10	5
NC101_03291	15	0
NC101_03292	57	16
NC101_03293	3	2
NC101_03294	19	6
NC101_03296	19	15
NC101_03297	22	9
NC101_03298	6	0
NC101_03299	2	0
NC101_03300	2	0
NC101_03301	0	0
NC101_03302	7	2
NC101_03303	14	0
NC101_03304	8	3
NC101_03305	19	2
NC101_03306	153	22
NC101_03307	74	13
NC101_03308	261	75
NC101_03309	20	16
NC101_03310	8	2
NC101_03311	40	22
NC101_03312	27	13
NC101_03313	135	99
NC101_03314	19	1
NC101_03315	30	2
NC101_03316	40	11
NC101_03317	42	12
NC101_03318	15	7
NC101_03319	24	4
NC101_03320	47	11
NC101_03321	110	19
NC101_03322	24	18
NC101_03323	86	31
NC101_03324	183	73
NC101_03325	74	25
NC101_03326	59	5
NC101_03327	4	4
NC101_03328	41	9
NC101_03329	51	27
NC101_03330	44	29
NC101_03331	27	17
NC101_03332	32	20
NC101_03333	25	4
NC101_03334	35	11
NC101_03335	46	20
NC101_03336	37	17
NC101_03337	57	23
NC101_03338	11	2
NC101_03339	37	13
NC101_03340	112	52
NC101_03341	313	78
NC101_03342	242	60
NC101_03343	5	2
NC101_03344	15	4
NC101_03345	40	10
NC101_03346	149	36
NC101_03347	61	19
NC101_03348	55	21
NC101_03349	216	54
NC101_03350	78	28
NC101_03351	92	26
NC101_03352	9	1
NC101_03353	25	16
NC101_03354	20	9
NC101_03355	33	34
NC101_03356	127	48
NC101_03357	0	0
NC101_03358	70	18
NC101_03359	314	160
NC101_03360	146	53
NC101_03361	102	46
NC101_03362	232	74
NC101_03363	6	4
NC101_03364	9	10
NC101_03365	32	15
NC101_03366	66	7
NC101_03367	59	14
NC101_03368	11	4
NC101_03369	59	13
NC101_03370	142	39
NC101_03371	5	0
NC101_03372	0	2
NC101_03373	0	0
NC101_03374	2	1
NC101_03375	1	0
NC101_03376	3	0
NC101_03377	2	0
NC101_03378	6	2
NC101_03379	21	1
NC101_03380	66	16
NC101_03381	73	24
NC101_03382	75	12
NC101_03383	23	10
NC101_03384	39	10
NC101_03385	143	58
NC101_03386	25	9
NC101_03387	4	0
NC101_03388	7	4
NC101_03389	10	2
NC101_03390	71	42
NC101_03391	62	16
NC101_03392	4	0
NC101_03393	0	2
NC101_03394	21	14
NC101_03395	11	6
NC101_03396	18	5
NC101_03397	171	21
NC101_03398	8	2
NC101_03399	94	24
NC101_03400	415	65
NC101_03401	17	4
NC101_03402	7	2
NC101_03403	33	12
NC101_03404	12	1
NC101_03405	10	2
NC101_03406	52	24
NC101_03407	29	9
NC101_03408	54	31
NC101_03410	49	24
NC101_03411	0	2
NC101_03412	0	0
NC101_03413	6	2
NC101_03414	1	3
NC101_03415	12	3
NC101_03416	5	0
NC101_03417	113	30
NC101_03418	53	8
NC101_03419	8	3
NC101_03420	190	29
NC101_03421	36	17
NC101_03422	27	6
NC101_03423	71	18
NC101_03424	85	14
NC101_03425	25	3
NC101_03426	120	47
NC101_03427	41	9
NC101_03428	4103	1216
NC101_03429	72	23
NC101_03430	39	5
NC101_03431	2	2
NC101_03432	76	15
NC101_03433	7	5
NC101_03434	82	37
NC101_03435	4	4
NC101_03436	25	6
NC101_03437	107	36
NC101_03438	654	99
NC101_03439	31	16
NC101_03440	2	6
NC101_03441	2	0
NC101_03442	44	7
NC101_03443	13	2
NC101_03444	1	0
NC101_03445	4	0
NC101_03446	24	14
NC101_03447	163	36
NC101_03448	2	0
NC101_03449	8	5
NC101_03450	15	4
NC101_03451	12	4
NC101_03452	3	4
NC101_03453	1	2
NC101_03454	8	2
NC101_03455	20	14
NC101_03456	6	3
NC101_03457	4	2
NC101_03458	33	10
NC101_03459	2	1
NC101_03460	24	0
NC101_03461	84	16
NC101_03462	103	18
NC101_03463	16	8
NC101_03464	158	29
NC101_03465	13	7
NC101_03466	527	79
NC101_03467	2691	675
NC101_03468	828	377
NC101_03469	155	71
NC101_03470	90	32
NC101_03471	4	1
NC101_03472	119	27
NC101_03473	82	8
NC101_03474	49	3
NC101_03475	11	6
NC101_03476	2	0
NC101_03477	7	8
NC101_03478	7	0
NC101_03479	5	0
NC101_03480	15	0
NC101_03481	71	21
NC101_03482	7	0
NC101_03483	10	7
NC101_03484	3	2
NC101_03485	6	2
NC101_03486	3	2
NC101_03487	5	1
NC101_03488	19	6
NC101_03489	19	7
NC101_03490	75	28
NC101_03491	35	17
NC101_03492	383	144
NC101_03493	4	2
NC101_03494	8	2
NC101_03495	120	7
NC101_03496	55	30
NC101_03497	9	5
NC101_03498	5	3
NC101_03499	37	10
NC101_03500	135	38
NC101_03501	25	6
NC101_03502	104	24
NC101_03503	622	177
NC101_03504	18	16
NC101_03505	5	0
NC101_03506	3	3
NC101_03507	3	2
NC101_03508	4	0
NC101_03509	6	2
NC101_03510	6	0
NC101_03511	90	45
NC101_03512	2	2
NC101_03513	5	6
NC101_03514	16	3
NC101_03515	34	11
NC101_03516	355	132
NC101_03517	17	9
NC101_03518	2	0
NC101_03519	0	2
NC101_03520	2	4
NC101_03521	26	8
NC101_03522	195	45
NC101_03523	93	28
NC101_03524	66	14
NC101_03525	36	15
NC101_03526	46	28
NC101_03527	17	1
NC101_03528	537	150
NC101_03529	307	79
NC101_03530	815	171
NC101_03531	667	134
NC101_03532	619	117
NC101_03533	1056	175
NC101_03534	2	4
NC101_03535	4	0
NC101_03536	2	0
NC101_03537	0	0
NC101_03538	0	0
NC101_03539	2	0
NC101_03540	0	2
NC101_03541	2	4
NC101_03542	2	1
NC101_03543	5	0
NC101_03544	116	54
NC101_03545	12	0
NC101_03546	17	6
NC101_03547	32	6
NC101_03548	5	3
NC101_03549	50	18
NC101_03550	27	9
NC101_03551	174	42
NC101_03552	327	55
NC101_03553	157	18
NC101_03554	168	30
NC101_03555	284	20
NC101_03556	138	25
NC101_03557	28	2
NC101_03558	3	4
NC101_03559	15	2
NC101_03560	126	43
NC101_03561	28	14
NC101_03562	45	11
NC101_03563	55	14
NC101_03564	284	70
NC101_03565	51	13
NC101_03566	1860	312
NC101_03567	98	20
NC101_03568	97	22
NC101_03569	36	12
NC101_03570	102	23
NC101_03571	64	40
NC101_03572	22	15
NC101_03573	59	19
NC101_03574	19	2
NC101_03575	6	6
NC101_03576	0	0
NC101_03577	2	1
NC101_03578	15	2
NC101_03579	73	52
NC101_03580	154	43
NC101_03581	253	73
NC101_03582	67	16
NC101_03583	19	7
NC101_03584	21	7
NC101_03585	99	33
NC101_03586	9	6
NC101_03587	1	2
NC101_03588	7	1
NC101_03589	13	6
NC101_03590	5	2
NC101_03591	0	0
NC101_03592	1	0
NC101_03593	5	3
NC101_03594	2	4
NC101_03595	75	15
NC101_03596	0	2
NC101_03597	20	3
NC101_03598	150	29
NC101_03599	34	9
NC101_03600	109	64
NC101_03601	43	18
NC101_03602	77	30
NC101_03603	16	9
NC101_03604	23	4
NC101_03605	51	13
NC101_03606	287	84
NC101_03607	29	7
NC101_03608	52	6
NC101_03609	21	3
NC101_03610	13	2
NC101_03611	39	17
NC101_03612	41	16
NC101_03613	62	26
NC101_03614	25	9
NC101_03615	283	47
NC101_03616	119	36
NC101_03617	341	86
NC101_03618	37	20
NC101_03619	15	0
NC101_03620	8	0
NC101_03621	61	13
NC101_03622	233	80
NC101_03623	234	90
NC101_03624	1206	364
NC101_03625	83	18
NC101_03626	2	4
NC101_03627	570	188
NC101_03628	31	7
NC101_03629	6	0
NC101_03630	2	2
NC101_03631	14	4
NC101_03632	3	0
NC101_03633	6	1
NC101_03634	0	0
NC101_03635	0	0
NC101_03636	31	11
NC101_03637	7	0
NC101_03638	19	4
NC101_03639	2	0
NC101_03640	19	5
NC101_03641	4	8
NC101_03642	189	71
NC101_03643	226	61
NC101_03644	230	43
NC101_03645	210	57
NC101_03646	122	33
NC101_03647	121	44
NC101_03648	213	45
NC101_03649	513	112
NC101_03650	141	24
NC101_03651	286	75
NC101_03652	426	74
NC101_03653	285	114
NC101_03654	180	50
NC101_03655	331	73
NC101_03656	231	68
NC101_03657	230	95
NC101_03658	287	79
NC101_03659	243	67
NC101_03660	265	62
NC101_03661	77	19
NC101_03662	592	162
NC101_03663	1726	454
NC101_03664	254	78
NC101_03665	313	101
NC101_03666	155	45
NC101_03667	453	149
NC101_03668	686	191
NC101_03669	237	59
NC101_03670	56	17
NC101_03671	61	8
NC101_03672	26	11
NC101_03673	218	42
NC101_03674	157	44
NC101_03675	14	4
NC101_03676	90	26
NC101_03677	467	148
NC101_03678	112	39
NC101_03679	303	75
NC101_03680	296	142
NC101_03681	24	11
NC101_03682	73	25
NC101_03683	5	1
NC101_03684	63	9
NC101_03685	89	31
NC101_03686	24	9
NC101_03687	15	7
NC101_03688	120	35
NC101_03689	18	8
NC101_03690	61	21
NC101_03691	104	42
NC101_03692	17	7
NC101_03693	34	10
NC101_03694	15	6
NC101_03695	33	10
NC101_03696	301	88
NC101_03697	273	86
NC101_03698	29	13
NC101_03699	20	4
NC101_03700	90	27
NC101_03701	130	32
NC101_03702	92	35
NC101_03703	6	0
NC101_03704	30	6
NC101_03705	45	38
NC101_03706	22	12
NC101_03707	211	73
NC101_03708	287	74
NC101_03709	291	85
NC101_03710	110	39
NC101_03711	68	21
NC101_03712	0	0
NC101_03713	99	58
NC101_03714	113	43
NC101_03715	531	99
NC101_03716	112	18
NC101_03717	67	17
NC101_03718	201	64
NC101_03719	522	193
NC101_03720	94	19
NC101_03721	70	10
NC101_03722	129	16
NC101_03723	169	54
NC101_03724	0	0
NC101_03725	27	11
NC101_03726	181	117
NC101_03727	47	7
NC101_03728	197	56
NC101_03729	4	11
NC101_03730	19	0
NC101_03731	498	169
NC101_03732	92	27
NC101_03733	149	40
NC101_03734	9	0
NC101_03735	5	5
NC101_03736	5	0
NC101_03737	202	50
NC101_03738	124	39
NC101_03739	76	17
NC101_03740	11	4
NC101_03741	485	140
NC101_03742	583	173
NC101_03743	23	13
NC101_03744	44	18
NC101_03745	5	0
NC101_03746	3	0
NC101_03747	2	2
NC101_03748	20	6
NC101_03749	0	0
NC101_03750	0	2
NC101_03751	0	0
NC101_03752	6	6
NC101_03753	49	15
NC101_03754	243	60
NC101_03755	154	21
NC101_03756	87	22
NC101_03757	27	8
NC101_03758	131	20
NC101_03759	74	30
NC101_03760	69	12
NC101_03761	56	24
NC101_03762	24	16
NC101_03763	71	31
NC101_03764	27	1
NC101_03765	35	34
NC101_03766	107	22
NC101_03767	77	17
NC101_03768	481	170
NC101_03769	1174	331
NC101_03770	135	25
NC101_03771	495	165
NC101_03772	467	113
NC101_03773	224	52
NC101_03774	428	86
NC101_03775	95	20
NC101_03776	45	4
NC101_03777	0	0
NC101_03778	2	0
NC101_03779	6	9
NC101_03780	39	19
NC101_03781	37	9
NC101_03782	36	1
NC101_03783	79	27
NC101_03784	3	1
NC101_03785	2	4
NC101_03786	8	5
NC101_03787	230	57
NC101_03788	38	15
NC101_03789	27	17
NC101_03790	13	4
NC101_03791	9	4
NC101_03792	1309	184
NC101_03793	500	75
NC101_03794	3300	1190
NC101_03795	442	107
NC101_03796	356	95
NC101_03797	103	33
NC101_03798	116	28
NC101_03799	109	12
NC101_03800	139	22
NC101_03801	114	16
NC101_03802	129	29
NC101_03803	94	23
NC101_03804	109	32
NC101_03805	119	20
NC101_03806	736	275
NC101_03807	79	12
NC101_03808	342	77
NC101_03809	140	40
NC101_03810	589	92
NC101_03811	9	0
NC101_03812	14	4
NC101_03813	13	13
NC101_03814	24	11
NC101_03815	13	8
NC101_03816	12	1
NC101_03817	20	7
NC101_03818	1184	434
NC101_03819	49	16
NC101_03820	11	1
NC101_03821	0	2
NC101_03822	3	2
NC101_03823	44	16
NC101_03824	1	0
NC101_03825	0	0
NC101_03826	67	15
NC101_03827	83	6
NC101_03828	139	26
NC101_03829	32	10
NC101_03830	68	28
NC101_03831	25	13
NC101_03832	12	4
NC101_03833	55	18
NC101_03834	181	86
NC101_03835	200	64
NC101_03836	40	20
NC101_03837	40	28
NC101_03838	13	11
NC101_03839	11	0
NC101_03840	10	10
NC101_03841	176	71
NC101_03842	49	17
